datetime,raw,interp_time,interp_time_ffill_bfill
2024-09-15 19:00:00,23.7,23.7,23.7
2024-09-15 20:00:00,25.2,25.2,25.2
2024-09-15 21:00:00,25.9,25.9,25.9
2024-09-15 22:00:00,25.1,25.1,25.1
2024-09-15 23:00:00,24.8,24.8,24.8
2024-09-16 00:00:00,26.5,26.5,26.5
2024-09-16 01:00:00,25.5,25.5,25.5
2024-09-16 02:00:00,24.2,24.2,24.2
2024-09-16 03:00:00,23.6,23.6,23.6
2024-09-16 04:00:00,21.3,21.3,21.3
2024-09-16 05:00:00,19.6,19.6,19.6
2024-09-16 06:00:00,17.9,17.9,17.9
2024-09-16 07:00:00,14.1,14.1,14.1
2024-09-16 08:00:00,14.7,14.7,14.7
2024-09-16 09:00:00,14.5,14.5,14.5
2024-09-16 10:00:00,15.8,15.8,15.8
2024-09-16 11:00:00,20.0,20.0,20.0
2024-09-16 12:00:00,22.1,22.1,22.1
2024-09-16 13:00:00,24.2,24.2,24.2
2024-09-16 14:00:00,22.0,22.0,22.0
2024-09-16 15:00:00,19.9,19.9,19.9
2024-09-16 16:00:00,18.4,18.4,18.4
2024-09-16 17:00:00,20.5,20.5,20.5
2024-09-16 18:00:00,22.5,22.5,22.5
2024-09-16 19:00:00,29.8,29.8,29.8
2024-09-16 20:00:00,30.2,30.2,30.2
2024-09-16 21:00:00,31.3,31.3,31.3
2024-09-16 22:00:00,34.4,34.4,34.4
2024-09-16 23:00:00,33.2,33.2,33.2
2024-09-17 00:00:00,31.4,31.4,31.4
2024-09-17 01:00:00,28.0,28.0,28.0
2024-09-17 02:00:00,26.5,26.5,26.5
2024-09-17 03:00:00,29.0,29.0,29.0
2024-09-17 04:00:00,27.5,27.5,27.5
2024-09-17 05:00:00,20.8,20.8,20.8
2024-09-17 06:00:00,15.6,15.6,15.6
2024-09-17 07:00:00,16.0,16.0,16.0
2024-09-17 08:00:00,22.5,22.5,22.5
2024-09-17 09:00:00,35.9,35.9,35.9
2024-09-17 10:00:00,38.9,38.9,38.9
2024-09-17 11:00:00,27.3,27.3,27.3
2024-09-17 12:00:00,23.1,23.1,23.1
2024-09-17 13:00:00,18.7,18.7,18.7
2024-09-17 14:00:00,24.1,24.1,24.1
2024-09-17 15:00:00,26.3,26.3,26.3
2024-09-17 16:00:00,25.3,25.3,25.3
2024-09-17 17:00:00,24.9,24.9,24.9
2024-09-17 18:00:00,27.6,27.6,27.6
2024-09-17 19:00:00,33.5,33.5,33.5
2024-09-17 20:00:00,29.8,29.8,29.8
2024-09-17 21:00:00,31.8,31.8,31.8
2024-09-17 22:00:00,37.7,37.7,37.7
2024-09-17 23:00:00,98.0,98.0,98.0
2024-09-18 00:00:00,111.8,111.8,111.8
2024-09-18 01:00:00,77.2,77.2,77.2
2024-09-18 02:00:00,76.7,76.7,76.7
2024-09-18 03:00:00,58.4,58.4,58.4
2024-09-18 04:00:00,23.6,23.6,23.6
2024-09-18 05:00:00,17.0,17.0,17.0
2024-09-18 06:00:00,14.7,14.7,14.7
2024-09-18 07:00:00,16.8,16.8,16.8
2024-09-18 08:00:00,17.9,17.9,17.9
2024-09-18 09:00:00,18.8,18.8,18.8
2024-09-18 10:00:00,18.2,18.2,18.2
2024-09-18 11:00:00,16.3,16.3,16.3
2024-09-18 12:00:00,15.0,15.0,15.0
2024-09-18 13:00:00,16.9,16.9,16.9
2024-09-18 14:00:00,16.0,16.0,16.0
2024-09-18 15:00:00,21.0,21.0,21.0
2024-09-18 16:00:00,20.7,20.7,20.7
2024-09-18 17:00:00,22.0,22.0,22.0
2024-09-18 18:00:00,22.8,22.8,22.8
2024-09-18 19:00:00,23.8,23.8,23.8
2024-09-18 20:00:00,25.5,25.5,25.5
2024-09-18 21:00:00,32.2,32.2,32.2
2024-09-18 22:00:00,42.8,42.8,42.8
2024-09-18 23:00:00,42.6,42.6,42.6
2024-09-19 00:00:00,45.8,45.8,45.8
2024-09-19 01:00:00,45.9,45.9,45.9
2024-09-19 02:00:00,28.1,28.1,28.1
2024-09-19 03:00:00,30.5,30.5,30.5
2024-09-19 04:00:00,35.0,35.0,35.0
2024-09-19 05:00:00,37.1,37.1,37.1
2024-09-19 06:00:00,43.1,43.1,43.1
2024-09-19 07:00:00,28.9,28.9,28.9
2024-09-19 08:00:00,32.2,32.2,32.2
2024-09-19 09:00:00,17.5,17.5,17.5
2024-09-19 10:00:00,27.3,27.3,27.3
2024-09-19 11:00:00,31.6,31.6,31.6
2024-09-19 12:00:00,19.5,19.5,19.5
2024-09-19 13:00:00,30.2,30.2,30.2
2024-09-19 14:00:00,22.4,22.4,22.4
2024-09-19 15:00:00,23.1,23.1,23.1
2024-09-19 16:00:00,20.4,20.4,20.4
2024-09-19 17:00:00,22.2,22.2,22.2
2024-09-19 18:00:00,33.3,33.3,33.3
2024-09-19 19:00:00,,40.2,40.2
2024-09-19 20:00:00,47.1,47.1,47.1
2024-09-19 21:00:00,41.0,41.0,41.0
2024-09-19 22:00:00,42.5,42.5,42.5
2024-09-19 23:00:00,33.1,33.1,33.1
2024-09-20 00:00:00,40.1,40.1,40.1
2024-09-20 01:00:00,26.2,26.2,26.2
2024-09-20 02:00:00,24.2,24.2,24.2
2024-09-20 03:00:00,26.5,26.5,26.5
2024-09-20 04:00:00,32.6,32.6,32.6
2024-09-20 05:00:00,26.5,26.5,26.5
2024-09-20 06:00:00,31.2,31.2,31.2
2024-09-20 07:00:00,47.4,47.4,47.4
2024-09-20 08:00:00,51.6,51.6,51.6
2024-09-20 09:00:00,48.9,48.9,48.9
2024-09-20 10:00:00,41.2,41.2,41.2
2024-09-20 11:00:00,35.7,35.7,35.7
2024-09-20 12:00:00,23.3,23.3,23.3
2024-09-20 13:00:00,22.8,22.8,22.8
2024-09-20 14:00:00,20.7,20.7,20.7
2024-09-20 15:00:00,19.2,19.2,19.2
2024-09-20 16:00:00,19.7,19.7,19.7
2024-09-20 17:00:00,18.8,18.8,18.8
2024-09-20 18:00:00,22.8,22.8,22.8
2024-09-20 19:00:00,28.0,28.0,28.0
2024-09-20 20:00:00,31.9,31.9,31.9
2024-09-20 21:00:00,32.4,32.4,32.4
2024-09-20 22:00:00,33.5,33.5,33.5
2024-09-20 23:00:00,34.3,34.3,34.3
2024-09-21 00:00:00,27.5,27.5,27.5
2024-09-21 01:00:00,34.6,34.6,34.6
2024-09-21 02:00:00,47.5,47.5,47.5
2024-09-21 03:00:00,34.2,34.2,34.2
2024-09-21 04:00:00,37.9,37.9,37.9
2024-09-21 05:00:00,25.6,25.6,25.6
2024-09-21 06:00:00,24.1,24.1,24.1
2024-09-21 07:00:00,28.5,28.5,28.5
2024-09-21 08:00:00,31.9,31.9,31.9
2024-09-21 09:00:00,33.6,33.6,33.6
2024-09-21 10:00:00,32.3,32.3,32.3
2024-09-21 11:00:00,61.3,61.3,61.3
2024-09-21 12:00:00,90.3,90.3,90.3
2024-09-21 13:00:00,76.4,76.4,76.4
2024-09-21 14:00:00,47.3,47.3,47.3
2024-09-21 15:00:00,31.4,31.4,31.4
2024-09-21 16:00:00,19.3,19.3,19.3
2024-09-21 17:00:00,16.9,16.9,16.9
2024-09-21 18:00:00,14.9,14.9,14.9
2024-09-21 19:00:00,16.9,16.9,16.9
2024-09-21 20:00:00,21.7,21.7,21.7
2024-09-21 21:00:00,22.6,22.6,22.6
2024-09-21 22:00:00,24.1,24.1,24.1
2024-09-21 23:00:00,23.2,23.2,23.2
2024-09-22 00:00:00,30.2,30.2,30.2
2024-09-22 01:00:00,33.0,33.0,33.0
2024-09-22 02:00:00,44.7,44.7,44.7
2024-09-22 03:00:00,43.9,43.9,43.9
2024-09-22 04:00:00,58.4,58.4,58.4
2024-09-22 05:00:00,50.8,50.8,50.8
2024-09-22 06:00:00,44.0,44.0,44.0
2024-09-22 07:00:00,39.7,39.7,39.7
2024-09-22 08:00:00,32.5,32.5,32.5
2024-09-22 09:00:00,30.3,30.3,30.3
2024-09-22 10:00:00,28.5,28.5,28.5
2024-09-22 11:00:00,14.7,14.7,14.7
2024-09-22 12:00:00,14.4,14.4,14.4
2024-09-22 13:00:00,16.2,16.2,16.2
2024-09-22 14:00:00,15.8,15.8,15.8
2024-09-22 15:00:00,19.8,19.8,19.8
2024-09-22 16:00:00,27.2,27.2,27.2
2024-09-22 17:00:00,24.5,24.5,24.5
2024-09-22 18:00:00,19.3,19.3,19.3
2024-09-22 19:00:00,18.1,18.1,18.1
2024-09-22 20:00:00,21.9,21.9,21.9
2024-09-22 21:00:00,25.0,25.0,25.0
2024-09-22 22:00:00,26.7,26.7,26.7
2024-09-22 23:00:00,27.3,27.3,27.3
2024-09-23 00:00:00,27.9,27.9,27.9
2024-09-23 01:00:00,28.4,28.4,28.4
2024-09-23 02:00:00,30.5,30.5,30.5
2024-09-23 03:00:00,33.7,33.7,33.7
2024-09-23 04:00:00,35.3,35.3,35.3
2024-09-23 05:00:00,27.1,27.1,27.1
2024-09-23 06:00:00,23.2,23.2,23.2
2024-09-23 07:00:00,24.5,24.5,24.5
2024-09-23 08:00:00,24.0,24.0,24.0
2024-09-23 09:00:00,,20.150000000000002,20.150000000000002
2024-09-23 10:00:00,16.3,16.3,16.3
2024-09-23 11:00:00,18.7,18.7,18.7
2024-09-23 12:00:00,21.5,21.5,21.5
2024-09-23 13:00:00,18.9,18.9,18.9
2024-09-23 14:00:00,16.4,16.4,16.4
2024-09-23 15:00:00,16.6,16.6,16.6
2024-09-23 16:00:00,14.1,14.1,14.1
2024-09-23 17:00:00,16.3,16.3,16.3
2024-09-23 18:00:00,20.3,20.3,20.3
2024-09-23 19:00:00,21.0,21.0,21.0
2024-09-23 20:00:00,24.1,24.1,24.1
2024-09-23 21:00:00,26.5,26.5,26.5
2024-09-23 22:00:00,27.9,27.9,27.9
2024-09-23 23:00:00,23.9,23.9,23.9
2024-09-24 00:00:00,30.2,30.2,30.2
2024-09-24 01:00:00,32.5,32.5,32.5
2024-09-24 02:00:00,26.7,26.7,26.7
2024-09-24 03:00:00,41.3,41.3,41.3
2024-09-24 04:00:00,44.6,44.6,44.6
2024-09-24 05:00:00,30.2,30.2,30.2
2024-09-24 06:00:00,18.4,18.4,18.4
2024-09-24 07:00:00,15.8,15.8,15.8
2024-09-24 08:00:00,14.4,14.4,14.4
2024-09-24 09:00:00,16.6,16.6,16.6
2024-09-24 10:00:00,19.5,19.5,19.5
2024-09-24 11:00:00,15.3,15.3,15.3
2024-09-24 12:00:00,12.2,12.2,12.2
2024-09-24 13:00:00,10.3,10.3,10.3
2024-09-24 14:00:00,10.6,10.6,10.6
2024-09-24 15:00:00,15.1,15.1,15.1
2024-09-24 16:00:00,20.8,20.8,20.8
2024-09-24 17:00:00,23.1,23.1,23.1
2024-09-24 18:00:00,25.7,25.7,25.7
2024-09-24 19:00:00,33.0,33.0,33.0
2024-09-24 20:00:00,34.8,34.8,34.8
2024-09-24 21:00:00,40.6,40.6,40.6
2024-09-24 22:00:00,38.1,38.1,38.1
2024-09-24 23:00:00,28.8,28.8,28.8
2024-09-25 00:00:00,22.1,22.1,22.1
2024-09-25 01:00:00,17.8,17.8,17.8
2024-09-25 02:00:00,33.3,33.3,33.3
2024-09-25 03:00:00,35.8,35.8,35.8
2024-09-25 04:00:00,32.2,32.2,32.2
2024-09-25 05:00:00,22.6,22.6,22.6
2024-09-25 06:00:00,18.4,18.4,18.4
2024-09-25 07:00:00,15.3,15.3,15.3
2024-09-25 08:00:00,11.8,11.8,11.8
2024-09-25 09:00:00,14.5,14.5,14.5
2024-09-25 10:00:00,18.4,18.4,18.4
2024-09-25 11:00:00,18.0,18.0,18.0
2024-09-25 12:00:00,23.0,23.0,23.0
2024-09-25 13:00:00,19.4,19.4,19.4
2024-09-25 14:00:00,19.6,19.6,19.6
2024-09-25 15:00:00,18.1,18.1,18.1
2024-09-25 16:00:00,16.5,16.5,16.5
2024-09-25 17:00:00,19.3,19.3,19.3
2024-09-25 18:00:00,21.2,21.2,21.2
2024-09-25 19:00:00,22.4,22.4,22.4
2024-09-25 20:00:00,27.3,27.3,27.3
2024-09-25 21:00:00,39.8,39.8,39.8
2024-09-25 22:00:00,46.3,46.3,46.3
2024-09-25 23:00:00,70.4,70.4,70.4
2024-09-26 00:00:00,44.4,44.4,44.4
2024-09-26 01:00:00,36.3,36.3,36.3
2024-09-26 02:00:00,27.5,27.5,27.5
2024-09-26 03:00:00,24.2,24.2,24.2
2024-09-26 04:00:00,23.1,23.1,23.1
2024-09-26 05:00:00,24.6,24.6,24.6
2024-09-26 06:00:00,20.1,20.1,20.1
2024-09-26 07:00:00,22.1,22.1,22.1
2024-09-26 08:00:00,22.6,22.6,22.6
2024-09-26 09:00:00,32.3,32.3,32.3
2024-09-26 10:00:00,46.3,46.3,46.3
2024-09-26 11:00:00,39.7,39.7,39.7
2024-09-26 12:00:00,,36.75,36.75
2024-09-26 13:00:00,33.8,33.8,33.8
2024-09-26 14:00:00,26.3,26.3,26.3
2024-09-26 15:00:00,23.1,23.1,23.1
2024-09-26 16:00:00,18.9,18.9,18.9
2024-09-26 17:00:00,19.3,19.3,19.3
2024-09-26 18:00:00,19.0,19.0,19.0
2024-09-26 19:00:00,19.2,19.2,19.2
2024-09-26 20:00:00,18.7,18.7,18.7
2024-09-26 21:00:00,19.6,19.6,19.6
2024-09-26 22:00:00,23.4,23.4,23.4
2024-09-26 23:00:00,28.4,28.4,28.4
2024-09-27 00:00:00,27.6,27.6,27.6
2024-09-27 01:00:00,26.9,26.9,26.9
2024-09-27 02:00:00,28.5,28.5,28.5
2024-09-27 03:00:00,30.2,30.2,30.2
2024-09-27 04:00:00,37.7,37.7,37.7
2024-09-27 05:00:00,38.3,38.3,38.3
2024-09-27 06:00:00,30.1,30.1,30.1
2024-09-27 07:00:00,29.2,29.2,29.2
2024-09-27 08:00:00,32.1,32.1,32.1
2024-09-27 09:00:00,35.5,35.5,35.5
2024-09-27 10:00:00,40.9,40.9,40.9
2024-09-27 11:00:00,52.3,52.3,52.3
2024-09-27 12:00:00,39.1,39.1,39.1
2024-09-27 13:00:00,37.2,37.2,37.2
2024-09-27 14:00:00,31.9,31.9,31.9
2024-09-27 15:00:00,29.1,29.1,29.1
2024-09-27 16:00:00,31.6,31.6,31.6
2024-09-27 17:00:00,35.6,35.6,35.6
2024-09-27 18:00:00,42.9,42.9,42.9
2024-09-27 19:00:00,46.1,46.1,46.1
2024-09-27 20:00:00,43.5,43.5,43.5
2024-09-27 21:00:00,45.5,45.5,45.5
2024-09-27 22:00:00,48.8,48.8,48.8
2024-09-27 23:00:00,41.6,41.6,41.6
2024-09-28 00:00:00,28.8,28.8,28.8
2024-09-28 01:00:00,27.8,27.8,27.8
2024-09-28 02:00:00,27.2,27.2,27.2
2024-09-28 03:00:00,22.8,22.8,22.8
2024-09-28 04:00:00,29.4,29.4,29.4
2024-09-28 05:00:00,37.1,37.1,37.1
2024-09-28 06:00:00,27.5,27.5,27.5
2024-09-28 07:00:00,28.9,28.9,28.9
2024-09-28 08:00:00,29.6,29.6,29.6
2024-09-28 09:00:00,30.8,30.8,30.8
2024-09-28 10:00:00,45.3,45.3,45.3
2024-09-28 11:00:00,46.8,46.8,46.8
2024-09-28 12:00:00,29.1,29.1,29.1
2024-09-28 13:00:00,27.3,27.3,27.3
2024-09-28 14:00:00,28.1,28.1,28.1
2024-09-28 15:00:00,37.0,37.0,37.0
2024-09-28 16:00:00,33.9,33.9,33.9
2024-09-28 17:00:00,36.7,36.7,36.7
2024-09-28 18:00:00,30.6,30.6,30.6
2024-09-28 19:00:00,31.1,31.1,31.1
2024-09-28 20:00:00,28.0,28.0,28.0
2024-09-28 21:00:00,25.3,25.3,25.3
2024-09-28 22:00:00,22.3,22.3,22.3
2024-09-28 23:00:00,22.0,22.0,22.0
2024-09-29 00:00:00,24.5,24.5,24.5
2024-09-29 01:00:00,34.6,34.6,34.6
2024-09-29 02:00:00,53.8,53.8,53.8
2024-09-29 03:00:00,64.8,64.8,64.8
2024-09-29 04:00:00,56.1,56.1,56.1
2024-09-29 05:00:00,66.8,66.8,66.8
2024-09-29 06:00:00,68.3,68.3,68.3
2024-09-29 07:00:00,55.0,55.0,55.0
2024-09-29 08:00:00,54.5,54.5,54.5
2024-09-29 09:00:00,62.7,62.7,62.7
2024-09-29 10:00:00,41.3,41.3,41.3
2024-09-29 11:00:00,37.2,37.2,37.2
2024-09-29 12:00:00,27.9,27.9,27.9
2024-09-29 13:00:00,29.2,29.2,29.2
2024-09-29 14:00:00,22.4,22.4,22.4
2024-09-29 15:00:00,20.8,20.8,20.8
2024-09-29 16:00:00,22.0,22.0,22.0
2024-09-29 17:00:00,19.5,19.5,19.5
2024-09-29 18:00:00,21.7,21.7,21.7
2024-09-29 19:00:00,23.6,23.6,23.6
2024-09-29 20:00:00,27.2,27.2,27.2
2024-09-29 21:00:00,30.2,30.2,30.2
2024-09-29 22:00:00,34.3,34.3,34.3
2024-09-29 23:00:00,35.7,35.7,35.7
2024-09-30 00:00:00,26.3,26.3,26.3
2024-09-30 01:00:00,30.8,30.8,30.8
2024-09-30 02:00:00,41.2,41.2,41.2
2024-09-30 03:00:00,36.5,36.5,36.5
2024-09-30 04:00:00,27.5,27.5,27.5
2024-09-30 05:00:00,33.1,33.1,33.1
2024-09-30 06:00:00,23.5,23.5,23.5
2024-09-30 07:00:00,12.4,12.4,12.4
2024-09-30 08:00:00,12.8,12.8,12.8
2024-09-30 09:00:00,14.7,14.7,14.7
2024-09-30 10:00:00,17.1,17.1,17.1
2024-09-30 11:00:00,26.2,26.2,26.2
2024-09-30 12:00:00,19.3,19.3,19.3
2024-09-30 13:00:00,13.9,13.9,13.9
2024-09-30 14:00:00,18.2,18.2,18.2
2024-09-30 15:00:00,13.4,13.4,13.4
2024-09-30 16:00:00,16.9,16.9,16.9
2024-09-30 17:00:00,15.3,15.3,15.3
2024-09-30 18:00:00,15.0,15.0,15.0
2024-09-30 19:00:00,13.5,13.5,13.5
2024-09-30 20:00:00,23.4,23.4,23.4
2024-09-30 21:00:00,26.1,26.1,26.1
2024-09-30 22:00:00,23.5,23.5,23.5
2024-09-30 23:00:00,16.7,16.7,16.7
2024-10-01 00:00:00,16.7,16.7,16.7
2024-10-01 01:00:00,17.5,17.5,17.5
2024-10-01 02:00:00,16.1,16.1,16.1
2024-10-01 03:00:00,17.3,17.3,17.3
2024-10-01 04:00:00,18.8,18.8,18.8
2024-10-01 05:00:00,15.1,15.1,15.1
2024-10-01 06:00:00,20.2,20.2,20.2
2024-10-01 07:00:00,30.2,30.2,30.2
2024-10-01 08:00:00,37.7,37.7,37.7
2024-10-01 09:00:00,34.5,34.5,34.5
2024-10-01 10:00:00,24.5,24.5,24.5
2024-10-01 11:00:00,27.0,27.0,27.0
2024-10-01 12:00:00,21.8,21.8,21.8
2024-10-01 13:00:00,18.0,18.0,18.0
2024-10-01 14:00:00,21.1,21.1,21.1
2024-10-01 15:00:00,17.0,17.0,17.0
2024-10-01 16:00:00,18.3,18.3,18.3
2024-10-01 17:00:00,20.4,20.4,20.4
2024-10-01 18:00:00,24.2,24.2,24.2
2024-10-01 19:00:00,26.2,26.2,26.2
2024-10-01 20:00:00,36.4,36.4,36.4
2024-10-01 21:00:00,34.3,34.3,34.3
2024-10-01 22:00:00,32.4,32.4,32.4
2024-10-01 23:00:00,39.1,39.1,39.1
2024-10-02 00:00:00,38.2,38.2,38.2
2024-10-02 01:00:00,30.6,30.6,30.6
2024-10-02 02:00:00,35.2,35.2,35.2
2024-10-02 03:00:00,26.1,26.1,26.1
2024-10-02 04:00:00,19.7,19.7,19.7
2024-10-02 05:00:00,24.3,24.3,24.3
2024-10-02 06:00:00,34.6,34.6,34.6
2024-10-02 07:00:00,39.5,39.5,39.5
2024-10-02 08:00:00,41.3,41.3,41.3
2024-10-02 09:00:00,49.3,49.3,49.3
2024-10-02 10:00:00,37.3,37.3,37.3
2024-10-02 11:00:00,29.4,29.4,29.4
2024-10-02 12:00:00,25.4,25.4,25.4
2024-10-02 13:00:00,19.9,19.9,19.9
2024-10-02 14:00:00,21.1,21.1,21.1
2024-10-02 15:00:00,17.3,17.3,17.3
2024-10-02 16:00:00,17.6,17.6,17.6
2024-10-02 17:00:00,19.2,19.2,19.2
2024-10-02 18:00:00,18.9,18.9,18.9
2024-10-02 19:00:00,20.2,20.2,20.2
2024-10-02 20:00:00,21.6,21.6,21.6
2024-10-02 21:00:00,24.0,24.0,24.0
2024-10-02 22:00:00,26.8,26.8,26.8
2024-10-02 23:00:00,32.1,32.1,32.1
2024-10-03 00:00:00,42.9,42.9,42.9
2024-10-03 01:00:00,39.9,39.9,39.9
2024-10-03 02:00:00,44.6,44.6,44.6
2024-10-03 03:00:00,36.3,36.3,36.3
2024-10-03 04:00:00,28.8,28.8,28.8
2024-10-03 05:00:00,28.6,28.6,28.6
2024-10-03 06:00:00,45.9,45.9,45.9
2024-10-03 07:00:00,51.4,51.4,51.4
2024-10-03 08:00:00,52.4,52.4,52.4
2024-10-03 09:00:00,55.9,55.9,55.9
2024-10-03 10:00:00,53.5,53.5,53.5
2024-10-03 11:00:00,34.0,34.0,34.0
2024-10-03 12:00:00,26.0,26.0,26.0
2024-10-03 13:00:00,24.5,24.5,24.5
2024-10-03 14:00:00,24.5,24.5,24.5
2024-10-03 15:00:00,23.9,23.9,23.9
2024-10-03 16:00:00,33.7,33.7,33.7
2024-10-03 17:00:00,37.9,37.9,37.9
2024-10-03 18:00:00,40.6,40.6,40.6
2024-10-03 19:00:00,42.9,42.9,42.9
2024-10-03 20:00:00,39.1,39.1,39.1
2024-10-03 21:00:00,41.5,41.5,41.5
2024-10-03 22:00:00,32.7,32.7,32.7
2024-10-03 23:00:00,33.5,33.5,33.5
2024-10-04 00:00:00,34.2,34.2,34.2
2024-10-04 01:00:00,25.6,25.6,25.6
2024-10-04 02:00:00,19.9,19.9,19.9
2024-10-04 03:00:00,28.8,28.8,28.8
2024-10-04 04:00:00,32.1,32.1,32.1
2024-10-04 05:00:00,21.5,21.5,21.5
2024-10-04 06:00:00,25.4,25.4,25.4
2024-10-04 07:00:00,38.7,38.7,38.7
2024-10-04 08:00:00,41.6,41.6,41.6
2024-10-04 09:00:00,31.7,31.7,31.7
2024-10-04 10:00:00,27.6,27.6,27.6
2024-10-04 11:00:00,25.1,25.1,25.1
2024-10-04 12:00:00,21.7,21.7,21.7
2024-10-04 13:00:00,20.1,20.1,20.1
2024-10-04 14:00:00,20.5,20.5,20.5
2024-10-04 15:00:00,20.4,20.4,20.4
2024-10-04 16:00:00,17.8,17.8,17.8
2024-10-04 17:00:00,20.9,20.9,20.9
2024-10-04 18:00:00,22.4,22.4,22.4
2024-10-04 19:00:00,23.2,23.2,23.2
2024-10-04 20:00:00,23.1,23.1,23.1
2024-10-04 21:00:00,33.2,33.2,33.2
2024-10-04 22:00:00,31.8,31.8,31.8
2024-10-04 23:00:00,33.2,33.2,33.2
2024-10-05 00:00:00,37.1,37.1,37.1
2024-10-05 01:00:00,39.7,39.7,39.7
2024-10-05 02:00:00,42.6,42.6,42.6
2024-10-05 03:00:00,35.9,35.9,35.9
2024-10-05 04:00:00,43.3,43.3,43.3
2024-10-05 05:00:00,44.4,44.4,44.4
2024-10-05 06:00:00,49.7,49.7,49.7
2024-10-05 07:00:00,56.7,56.7,56.7
2024-10-05 08:00:00,48.3,48.3,48.3
2024-10-05 09:00:00,43.2,43.2,43.2
2024-10-05 10:00:00,35.7,35.7,35.7
2024-10-05 11:00:00,34.4,34.4,34.4
2024-10-05 12:00:00,28.2,28.2,28.2
2024-10-05 13:00:00,28.2,28.2,28.2
2024-10-05 14:00:00,33.8,33.8,33.8
2024-10-05 15:00:00,44.2,44.2,44.2
2024-10-05 16:00:00,39.3,39.3,39.3
2024-10-05 17:00:00,36.1,36.1,36.1
2024-10-05 18:00:00,31.3,31.3,31.3
2024-10-05 19:00:00,26.7,26.7,26.7
2024-10-05 20:00:00,33.1,33.1,33.1
2024-10-05 21:00:00,35.5,35.5,35.5
2024-10-05 22:00:00,33.7,33.7,33.7
2024-10-05 23:00:00,30.7,30.7,30.7
2024-10-06 00:00:00,30.6,30.6,30.6
2024-10-06 01:00:00,40.7,40.7,40.7
2024-10-06 02:00:00,51.9,51.9,51.9
2024-10-06 03:00:00,53.4,53.4,53.4
2024-10-06 04:00:00,40.1,40.1,40.1
2024-10-06 05:00:00,24.7,24.7,24.7
2024-10-06 06:00:00,34.8,34.8,34.8
2024-10-06 07:00:00,51.9,51.9,51.9
2024-10-06 08:00:00,65.7,65.7,65.7
2024-10-06 09:00:00,58.8,58.8,58.8
2024-10-06 10:00:00,63.4,63.4,63.4
2024-10-06 11:00:00,66.2,66.2,66.2
2024-10-06 12:00:00,58.6,58.6,58.6
2024-10-06 13:00:00,48.4,48.4,48.4
2024-10-06 14:00:00,38.9,38.9,38.9
